00:24:42.822555 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2185132077:2185132136, ack 1026504673, win 502, options [nop,nop,TS val 3545655208 ecr 2573985033], length 59

00:25:07.847849 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14750:14809, ack 30751, win 502, options [nop,nop,TS val 3545680233 ecr 2574010058], length 59

00:25:07.848224 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 30751:30874, ack 14809, win 509, options [nop,nop,TS val 2574010159 ecr 3545680233], length 123

00:25:07.848301 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 30874, win 502, options [nop,nop,TS val 3545680234 ecr 2574010159], length 0

00:25:07.852477 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14750:14809, ack 30751, win 502, options [nop,nop,TS val 3545680238 ecr 2574010063], length 59

00:25:07.852880 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 30751:30874, ack 14809, win 509, options [nop,nop,TS val 2574010163 ecr 3545680238], length 123

00:25:07.852932 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 30874, win 502, options [nop,nop,TS val 3545680238 ecr 2574010163], length 0

00:25:07.857129 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14750:14809, ack 30751, win 502, options [nop,nop,TS val 3545680243 ecr 2574010067], length 59

00:25:07.857235 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 30751:30874, ack 14809, win 509, options [nop,nop,TS val 2574010168 ecr 3545680243], length 123

00:25:07.857310 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 30874, win 502, options [nop,nop,TS val 3545680243 ecr 2574010168], length 0

00:25:07.862481 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14750:14809, ack 30751, win 502, options [nop,nop,TS val 3545680248 ecr 2574010074], length 59

00:25:07.862789 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 30751:30874, ack 14809, win 509, options [nop,nop,TS val 2574010173 ecr 3545680248], length 123

00:25:07.862823 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 30874, win 502, options [nop,nop,TS val 3545680248 ecr 2574010173], length 0

00:25:07.867916 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14750:14809, ack 30751, win 502, options [nop,nop,TS val 3545680253 ecr 2574010077], length 59

00:25:07.868261 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 30751:30874, ack 14809, win 509, options [nop,nop,TS val 2574010179 ecr 3545680253], length 123

00:25:07.868336 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 30874, win 502, options [nop,nop,TS val 3545680254 ecr 2574010179], length 0

00:25:07.922298 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14809:14868, ack 30874, win 502, options [nop,nop,TS val 3545680308 ecr 2574010134], length 59

00:25:07.922608 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 30874:30997, ack 14868, win 509, options [nop,nop,TS val 2574010233 ecr 3545680308], length 123

00:25:07.922649 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 30997, win 502, options [nop,nop,TS val 3545680308 ecr 2574010233], length 0

00:25:07.927747 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14809:14868, ack 30874, win 502, options [nop,nop,TS val 3545680313 ecr 2574010138], length 59

00:25:07.928170 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 30874:30997, ack 14868, win 509, options [nop,nop,TS val 2574010238 ecr 3545680313], length 123

00:25:07.928240 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 30997, win 502, options [nop,nop,TS val 3545680314 ecr 2574010238], length 0

00:25:07.932399 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14809:14868, ack 30874, win 502, options [nop,nop,TS val 3545680318 ecr 2574010143], length 59

00:25:07.932822 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 30874:30997, ack 14868, win 509, options [nop,nop,TS val 2574010243 ecr 3545680318], length 123

00:25:07.932867 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 30997, win 502, options [nop,nop,TS val 3545680318 ecr 2574010243], length 0

00:25:07.938083 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14809:14868, ack 30874, win 502, options [nop,nop,TS val 3545680324 ecr 2574010148], length 59

00:25:07.938502 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 30874:30997, ack 14868, win 509, options [nop,nop,TS val 2574010249 ecr 3545680324], length 123

00:25:07.938570 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 30997, win 502, options [nop,nop,TS val 3545680324 ecr 2574010249], length 0

00:25:07.941794 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14809:14868, ack 30874, win 502, options [nop,nop,TS val 3545680327 ecr 2574010153], length 59

00:25:07.942003 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 30874:30997, ack 14868, win 509, options [nop,nop,TS val 2574010252 ecr 3545680327], length 123

00:25:07.942044 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 30997, win 502, options [nop,nop,TS val 3545680328 ecr 2574010252], length 0

00:25:07.947202 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14809:14868, ack 30874, win 502, options [nop,nop,TS val 3545680333 ecr 2574010159], length 59

00:25:07.947628 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 30874:30997, ack 14868, win 509, options [nop,nop,TS val 2574010258 ecr 3545680333], length 123

00:25:07.947695 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 30997, win 502, options [nop,nop,TS val 3545680333 ecr 2574010258], length 0

00:25:07.951799 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14809:14868, ack 30874, win 502, options [nop,nop,TS val 3545680337 ecr 2574010163], length 59

00:25:07.951952 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 30874:30997, ack 14868, win 509, options [nop,nop,TS val 2574010262 ecr 3545680337], length 123

00:25:07.951994 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 30997, win 502, options [nop,nop,TS val 3545680337 ecr 2574010262], length 0

00:25:07.956205 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14809:14868, ack 30874, win 502, options [nop,nop,TS val 3545680342 ecr 2574010168], length 59

00:25:07.956443 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 30874:30997, ack 14868, win 509, options [nop,nop,TS val 2574010267 ecr 3545680342], length 123

00:25:07.956519 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 30997, win 502, options [nop,nop,TS val 3545680342 ecr 2574010267], length 0

00:25:07.961649 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14809:14868, ack 30874, win 502, options [nop,nop,TS val 3545680347 ecr 2574010173], length 59

00:25:07.961939 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 30874:30997, ack 14868, win 509, options [nop,nop,TS val 2574010272 ecr 3545680347], length 123

00:25:07.961981 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 30997, win 502, options [nop,nop,TS val 3545680347 ecr 2574010272], length 0

00:25:07.966254 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14809:14868, ack 30874, win 502, options [nop,nop,TS val 3545680352 ecr 2574010179], length 59

00:25:07.966567 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 30874:30997, ack 14868, win 509, options [nop,nop,TS val 2574010277 ecr 3545680352], length 123

00:25:07.966638 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 30997, win 502, options [nop,nop,TS val 3545680352 ecr 2574010277], length 0

00:25:08.022615 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14868:14927, ack 30997, win 502, options [nop,nop,TS val 3545680408 ecr 2574010233], length 59

00:25:08.022924 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 30997:31120, ack 14927, win 509, options [nop,nop,TS val 2574010333 ecr 3545680408], length 123

00:25:08.022971 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31120, win 502, options [nop,nop,TS val 3545680408 ecr 2574010333], length 0

00:25:08.027245 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14868:14927, ack 30997, win 502, options [nop,nop,TS val 3545680413 ecr 2574010238], length 59

00:25:08.027665 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 30997:31120, ack 14927, win 509, options [nop,nop,TS val 2574010338 ecr 3545680413], length 123

00:25:08.027714 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31120, win 502, options [nop,nop,TS val 3545680413 ecr 2574010338], length 0

00:25:08.031794 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14868:14927, ack 30997, win 502, options [nop,nop,TS val 3545680417 ecr 2574010243], length 59

00:25:08.032210 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 30997:31120, ack 14927, win 509, options [nop,nop,TS val 2574010342 ecr 3545680417], length 123

00:25:08.032255 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31120, win 502, options [nop,nop,TS val 3545680418 ecr 2574010342], length 0

00:25:08.037519 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14868:14927, ack 30997, win 502, options [nop,nop,TS val 3545680423 ecr 2574010249], length 59

00:25:08.037934 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 30997:31120, ack 14927, win 509, options [nop,nop,TS val 2574010348 ecr 3545680423], length 123

00:25:08.037994 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31120, win 502, options [nop,nop,TS val 3545680423 ecr 2574010348], length 0

00:25:08.042218 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14868:14927, ack 30997, win 502, options [nop,nop,TS val 3545680428 ecr 2574010252], length 59

00:25:08.042422 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 30997:31120, ack 14927, win 509, options [nop,nop,TS val 2574010353 ecr 3545680428], length 123

00:25:08.042464 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31120, win 502, options [nop,nop,TS val 3545680428 ecr 2574010353], length 0

00:25:08.047636 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14868:14927, ack 30997, win 502, options [nop,nop,TS val 3545680433 ecr 2574010258], length 59

00:25:08.048057 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 30997:31120, ack 14927, win 509, options [nop,nop,TS val 2574010358 ecr 3545680433], length 123

00:25:08.048107 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31120, win 502, options [nop,nop,TS val 3545680434 ecr 2574010358], length 0

00:25:08.052203 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14868:14927, ack 30997, win 502, options [nop,nop,TS val 3545680438 ecr 2574010262], length 59

00:25:08.052532 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 30997:31120, ack 14927, win 509, options [nop,nop,TS val 2574010363 ecr 3545680438], length 123

00:25:08.052609 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31120, win 502, options [nop,nop,TS val 3545680438 ecr 2574010363], length 0

00:25:08.056763 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14868:14927, ack 30997, win 502, options [nop,nop,TS val 3545680442 ecr 2574010267], length 59

00:25:08.057179 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 30997:31120, ack 14927, win 509, options [nop,nop,TS val 2574010367 ecr 3545680442], length 123

00:25:08.057226 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31120, win 502, options [nop,nop,TS val 3545680443 ecr 2574010367], length 0

00:25:08.062385 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14868:14927, ack 30997, win 502, options [nop,nop,TS val 3545680448 ecr 2574010272], length 59

00:25:08.062689 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 30997:31120, ack 14927, win 509, options [nop,nop,TS val 2574010373 ecr 3545680448], length 123

00:25:08.062721 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31120, win 502, options [nop,nop,TS val 3545680448 ecr 2574010373], length 0

00:25:08.066878 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14868:14927, ack 30997, win 502, options [nop,nop,TS val 3545680452 ecr 2574010277], length 59

00:25:08.067315 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 30997:31120, ack 14927, win 509, options [nop,nop,TS val 2574010378 ecr 3545680452], length 123

00:25:08.067366 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31120, win 502, options [nop,nop,TS val 3545680453 ecr 2574010378], length 0

00:25:08.122329 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14927:14986, ack 31120, win 502, options [nop,nop,TS val 3545680508 ecr 2574010333], length 59

00:25:08.122551 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 31120:31243, ack 14986, win 509, options [nop,nop,TS val 2574010433 ecr 3545680508], length 123

00:25:08.122592 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31243, win 502, options [nop,nop,TS val 3545680508 ecr 2574010433], length 0

00:25:08.126813 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14927:14986, ack 31120, win 502, options [nop,nop,TS val 3545680512 ecr 2574010338], length 59

00:25:08.127099 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 31120:31243, ack 14986, win 509, options [nop,nop,TS val 2574010437 ecr 3545680512], length 123

00:25:08.127169 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31243, win 502, options [nop,nop,TS val 3545680513 ecr 2574010437], length 0

00:25:08.132257 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14927:14986, ack 31120, win 502, options [nop,nop,TS val 3545680518 ecr 2574010342], length 59

00:25:08.132547 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 31120:31243, ack 14986, win 509, options [nop,nop,TS val 2574010443 ecr 3545680518], length 123

00:25:08.132592 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31243, win 502, options [nop,nop,TS val 3545680518 ecr 2574010443], length 0

00:25:08.138869 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14927:14986, ack 31120, win 502, options [nop,nop,TS val 3545680524 ecr 2574010348], length 59

00:25:08.139336 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 31120:31243, ack 14986, win 509, options [nop,nop,TS val 2574010450 ecr 3545680524], length 123

00:25:08.139405 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31243, win 502, options [nop,nop,TS val 3545680525 ecr 2574010450], length 0

00:25:08.142524 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14927:14986, ack 31120, win 502, options [nop,nop,TS val 3545680528 ecr 2574010353], length 59

00:25:08.142730 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 31120:31243, ack 14986, win 509, options [nop,nop,TS val 2574010453 ecr 3545680528], length 123

00:25:08.142776 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31243, win 502, options [nop,nop,TS val 3545680528 ecr 2574010453], length 0

00:25:08.148060 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14927:14986, ack 31120, win 502, options [nop,nop,TS val 3545680534 ecr 2574010358], length 59

00:25:08.148475 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 31120:31243, ack 14986, win 509, options [nop,nop,TS val 2574010459 ecr 3545680534], length 123

00:25:08.148524 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31243, win 502, options [nop,nop,TS val 3545680534 ecr 2574010459], length 0

00:25:08.152722 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14927:14986, ack 31120, win 502, options [nop,nop,TS val 3545680538 ecr 2574010363], length 59

00:25:08.152927 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 31120:31243, ack 14986, win 509, options [nop,nop,TS val 2574010463 ecr 3545680538], length 123

00:25:08.153006 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31243, win 502, options [nop,nop,TS val 3545680538 ecr 2574010463], length 0

00:25:08.157164 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14927:14986, ack 31120, win 502, options [nop,nop,TS val 3545680543 ecr 2574010367], length 59

00:25:08.157442 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 31120:31243, ack 14986, win 509, options [nop,nop,TS val 2574010468 ecr 3545680543], length 123

00:25:08.157492 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31243, win 502, options [nop,nop,TS val 3545680543 ecr 2574010468], length 0

00:25:08.161714 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14927:14986, ack 31120, win 502, options [nop,nop,TS val 3545680547 ecr 2574010373], length 59

00:25:08.162025 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 31120:31243, ack 14986, win 509, options [nop,nop,TS val 2574010472 ecr 3545680547], length 123

00:25:08.162093 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31243, win 502, options [nop,nop,TS val 3545680548 ecr 2574010472], length 0

00:25:08.166318 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14927:14986, ack 31120, win 502, options [nop,nop,TS val 3545680552 ecr 2574010378], length 59

00:25:08.166628 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 31120:31243, ack 14986, win 509, options [nop,nop,TS val 2574010477 ecr 3545680552], length 123

00:25:08.166700 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31243, win 502, options [nop,nop,TS val 3545680552 ecr 2574010477], length 0

00:25:08.222552 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14986:15045, ack 31243, win 502, options [nop,nop,TS val 3545680608 ecr 2574010433], length 59

00:25:08.222932 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 31243:31366, ack 15045, win 509, options [nop,nop,TS val 2574010533 ecr 3545680608], length 123

00:25:08.223012 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31366, win 502, options [nop,nop,TS val 3545680608 ecr 2574010533], length 0

00:25:08.227203 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14986:15045, ack 31243, win 502, options [nop,nop,TS val 3545680613 ecr 2574010437], length 59

00:25:08.227588 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 31243:31366, ack 15045, win 509, options [nop,nop,TS val 2574010538 ecr 3545680613], length 123

00:25:08.227656 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31366, win 502, options [nop,nop,TS val 3545680613 ecr 2574010538], length 0

00:25:08.231759 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14986:15045, ack 31243, win 502, options [nop,nop,TS val 3545680617 ecr 2574010443], length 59

00:25:08.232069 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 31243:31366, ack 15045, win 509, options [nop,nop,TS val 2574010542 ecr 3545680617], length 123

00:25:08.232146 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31366, win 502, options [nop,nop,TS val 3545680618 ecr 2574010542], length 0

00:25:08.237271 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14986:15045, ack 31243, win 502, options [nop,nop,TS val 3545680623 ecr 2574010450], length 59

00:25:08.237694 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 31243:31366, ack 15045, win 509, options [nop,nop,TS val 2574010548 ecr 3545680623], length 123

00:25:08.237762 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31366, win 502, options [nop,nop,TS val 3545680623 ecr 2574010548], length 0

00:25:08.241986 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14986:15045, ack 31243, win 502, options [nop,nop,TS val 3545680627 ecr 2574010453], length 59

00:25:08.242296 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 31243:31366, ack 15045, win 509, options [nop,nop,TS val 2574010553 ecr 3545680627], length 123

00:25:08.242366 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31366, win 502, options [nop,nop,TS val 3545680628 ecr 2574010553], length 0

00:25:08.247470 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14986:15045, ack 31243, win 502, options [nop,nop,TS val 3545680633 ecr 2574010459], length 59

00:25:08.247779 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 31243:31366, ack 15045, win 509, options [nop,nop,TS val 2574010558 ecr 3545680633], length 123

00:25:08.247848 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31366, win 502, options [nop,nop,TS val 3545680633 ecr 2574010558], length 0

00:25:08.253059 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14986:15045, ack 31243, win 502, options [nop,nop,TS val 3545680639 ecr 2574010463], length 59

00:25:08.253184 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 31243:31366, ack 15045, win 509, options [nop,nop,TS val 2574010564 ecr 3545680639], length 123

00:25:08.253261 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31366, win 502, options [nop,nop,TS val 3545680639 ecr 2574010564], length 0

00:25:08.256364 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14986:15045, ack 31243, win 502, options [nop,nop,TS val 3545680642 ecr 2574010468], length 59

00:25:08.256576 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 31243:31366, ack 15045, win 509, options [nop,nop,TS val 2574010567 ecr 3545680642], length 123

00:25:08.256610 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31366, win 502, options [nop,nop,TS val 3545680642 ecr 2574010567], length 0

00:25:08.262775 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14986:15045, ack 31243, win 502, options [nop,nop,TS val 3545680648 ecr 2574010472], length 59

00:25:08.263073 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 31243:31366, ack 15045, win 509, options [nop,nop,TS val 2574010573 ecr 3545680648], length 123

00:25:08.263114 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31366, win 502, options [nop,nop,TS val 3545680649 ecr 2574010573], length 0

00:25:08.266238 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 14986:15045, ack 31243, win 502, options [nop,nop,TS val 3545680652 ecr 2574010477], length 59

00:25:08.266533 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 31243:31366, ack 15045, win 509, options [nop,nop,TS val 2574010577 ecr 3545680652], length 123

00:25:08.266580 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 31366, win 502, options [nop,nop,TS val 3545680652 ecr 2574010577], length 0

00:25:08.322581 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 15045:15104, ack 31366, win 502, options [nop,nop,TS val 3545680708 ecr 2574010533], length 59

