18:48:47.547138 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3259805872, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547148 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3219918883, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547147 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [S], seq 4190752465, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547209 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39950: Flags [S.], seq 3992707473, ack 4190752466, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547242 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547251 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39956: Flags [S.], seq 1055433407, ack 3219918884, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547253 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39948: Flags [S.], seq 671683761, ack 3259805873, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547283 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547286 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547287 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1:60, ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 59

18:49:11.018575 IP amd256.utah.cloudlab.us.39714 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323404 ecr 2726652850], length 59

18:49:11.018593 IP amd256.utah.cloudlab.us.39686 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323404 ecr 2726652849], length 59

18:49:11.018687 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39706: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653329 ecr 3698323404], length 123

18:49:11.018708 IP amd256.utah.cloudlab.us.39706 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323404 ecr 2726653329], length 0

18:49:11.018745 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39682: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653329 ecr 3698323404], length 123

18:49:11.018757 IP amd256.utah.cloudlab.us.39700 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323404 ecr 2726652850], length 59

18:49:11.018758 IP amd256.utah.cloudlab.us.39682 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323404 ecr 2726653329], length 0

18:49:11.018776 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39714: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653329 ecr 3698323404], length 123

18:49:11.018788 IP amd256.utah.cloudlab.us.39714 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323404 ecr 2726653329], length 0

18:49:11.018808 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39686: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653329 ecr 3698323404], length 123

18:49:11.018819 IP amd256.utah.cloudlab.us.39686 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323404 ecr 2726653329], length 0

18:49:11.018878 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39700: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653330 ecr 3698323404], length 123

18:49:11.018888 IP amd256.utah.cloudlab.us.39700 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323404 ecr 2726653330], length 0

18:49:11.018947 IP amd256.utah.cloudlab.us.39666 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323404 ecr 2726652849], length 59

18:49:11.019065 IP amd256.utah.cloudlab.us.39710 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323405 ecr 2726652850], length 59

18:49:11.019076 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39666: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653330 ecr 3698323404], length 123

18:49:11.019088 IP amd256.utah.cloudlab.us.39666 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323405 ecr 2726653330], length 0

18:49:11.019141 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39710: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653330 ecr 3698323405], length 123

18:49:11.019154 IP amd256.utah.cloudlab.us.39710 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323405 ecr 2726653330], length 0

18:49:11.021430 IP amd256.utah.cloudlab.us.39716 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323407 ecr 2726652853], length 59

18:49:11.021536 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39716: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653332 ecr 3698323407], length 123

18:49:11.021557 IP amd256.utah.cloudlab.us.39716 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323407 ecr 2726653332], length 0

18:49:11.022340 IP amd256.utah.cloudlab.us.39736 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323408 ecr 2726652855], length 59

18:49:11.022445 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39736: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653333 ecr 3698323408], length 123

18:49:11.022466 IP amd256.utah.cloudlab.us.39736 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323408 ecr 2726653333], length 0

18:49:11.022486 IP amd256.utah.cloudlab.us.39722 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323408 ecr 2726652854], length 59

18:49:11.022612 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39722: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653333 ecr 3698323408], length 123

18:49:11.022624 IP amd256.utah.cloudlab.us.39722 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323408 ecr 2726653333], length 0

18:49:11.022882 IP amd256.utah.cloudlab.us.39764 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323408 ecr 2726652853], length 59

18:49:11.022943 IP amd256.utah.cloudlab.us.39718 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323408 ecr 2726652853], length 59

18:49:11.022997 IP amd256.utah.cloudlab.us.39790 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323408 ecr 2726652853], length 59

18:49:11.023134 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39790: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653334 ecr 3698323408], length 123

18:49:11.023156 IP amd256.utah.cloudlab.us.39790 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323409 ecr 2726653334], length 0

18:49:11.023173 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39764: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653334 ecr 3698323408], length 123

18:49:11.023194 IP amd256.utah.cloudlab.us.39764 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323409 ecr 2726653334], length 0

18:49:11.023215 IP amd256.utah.cloudlab.us.39742 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323409 ecr 2726652854], length 59

18:49:11.023322 IP amd256.utah.cloudlab.us.39770 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323409 ecr 2726652853], length 59

18:49:11.023326 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39718: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653334 ecr 3698323408], length 123

18:49:11.023347 IP amd256.utah.cloudlab.us.39718 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323409 ecr 2726653334], length 0

18:49:11.023350 IP amd256.utah.cloudlab.us.39784 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323409 ecr 2726652854], length 59

18:49:11.023417 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39742: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653334 ecr 3698323409], length 123

18:49:11.023438 IP amd256.utah.cloudlab.us.39742 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323409 ecr 2726653334], length 0

18:49:11.023451 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39784: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653334 ecr 3698323409], length 123

18:49:11.023460 IP amd256.utah.cloudlab.us.39784 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323409 ecr 2726653334], length 0

18:49:11.023469 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39770: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653334 ecr 3698323409], length 123

18:49:11.023491 IP amd256.utah.cloudlab.us.39770 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323409 ecr 2726653334], length 0

18:49:11.023818 IP amd256.utah.cloudlab.us.39812 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323409 ecr 2726652855], length 59

18:49:11.023953 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39812: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653335 ecr 3698323409], length 123

18:49:11.023974 IP amd256.utah.cloudlab.us.39812 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323409 ecr 2726653335], length 0

18:49:11.023975 IP amd256.utah.cloudlab.us.39748 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323409 ecr 2726652854], length 59

18:49:11.024105 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39748: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653335 ecr 3698323409], length 123

18:49:11.024126 IP amd256.utah.cloudlab.us.39748 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323410 ecr 2726653335], length 0

18:49:11.024282 IP amd256.utah.cloudlab.us.39820 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323410 ecr 2726652856], length 59

18:49:11.024517 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39820: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653335 ecr 3698323410], length 123

18:49:11.024527 IP amd256.utah.cloudlab.us.39820 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323410 ecr 2726653335], length 0

18:49:11.024889 IP amd256.utah.cloudlab.us.39828 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323410 ecr 2726652856], length 59

18:49:11.024918 IP amd256.utah.cloudlab.us.39808 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323410 ecr 2726652856], length 59

18:49:11.025030 IP amd256.utah.cloudlab.us.39810 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323410 ecr 2726652855], length 59

18:49:11.025065 IP amd256.utah.cloudlab.us.39794 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323411 ecr 2726652855], length 59

18:49:11.025128 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39810: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653336 ecr 3698323410], length 123

18:49:11.025139 IP amd256.utah.cloudlab.us.39810 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323411 ecr 2726653336], length 0

18:49:11.025146 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39808: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653336 ecr 3698323410], length 123

18:49:11.025155 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39828: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653336 ecr 3698323410], length 123

18:49:11.025160 IP amd256.utah.cloudlab.us.39808 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323411 ecr 2726653336], length 0

18:49:11.025168 IP amd256.utah.cloudlab.us.39828 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323411 ecr 2726653336], length 0

18:49:11.025227 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39794: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653336 ecr 3698323411], length 123

18:49:11.025249 IP amd256.utah.cloudlab.us.39794 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323411 ecr 2726653336], length 0

18:49:11.027488 IP amd256.utah.cloudlab.us.39846 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323413 ecr 2726652858], length 59

18:49:11.027616 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39846: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653338 ecr 3698323413], length 123

18:49:11.027638 IP amd256.utah.cloudlab.us.39846 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323413 ecr 2726653338], length 0

18:49:11.027683 IP amd256.utah.cloudlab.us.39840 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323413 ecr 2726652858], length 59

18:49:11.027731 IP amd256.utah.cloudlab.us.39858 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323413 ecr 2726652858], length 59

18:49:11.027823 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39840: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653338 ecr 3698323413], length 123

18:49:11.027844 IP amd256.utah.cloudlab.us.39840 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323413 ecr 2726653338], length 0

18:49:11.027856 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39858: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653339 ecr 3698323413], length 123

18:49:11.027878 IP amd256.utah.cloudlab.us.39858 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323413 ecr 2726653339], length 0

18:49:11.028275 IP amd256.utah.cloudlab.us.39890 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323414 ecr 2726652859], length 59

18:49:11.028342 IP amd256.utah.cloudlab.us.39940 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323414 ecr 2726652860], length 59

18:49:11.028381 IP amd256.utah.cloudlab.us.39932 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323414 ecr 2726652859], length 59

18:49:11.028402 IP amd256.utah.cloudlab.us.39864 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323414 ecr 2726652859], length 59

18:49:11.028404 IP amd256.utah.cloudlab.us.39938 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323414 ecr 2726652860], length 59

18:49:11.028454 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39890: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653339 ecr 3698323414], length 123

18:49:11.028466 IP amd256.utah.cloudlab.us.39890 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323414 ecr 2726653339], length 0

18:49:11.028492 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39932: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653339 ecr 3698323414], length 123

18:49:11.028504 IP amd256.utah.cloudlab.us.39932 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323414 ecr 2726653339], length 0

18:49:11.028511 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39864: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653339 ecr 3698323414], length 123

18:49:11.028517 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39938: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653339 ecr 3698323414], length 123

18:49:11.028524 IP amd256.utah.cloudlab.us.39864 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323414 ecr 2726653339], length 0

18:49:11.028529 IP amd256.utah.cloudlab.us.39938 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323414 ecr 2726653339], length 0

18:49:11.028541 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39940: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653339 ecr 3698323414], length 123

18:49:11.028549 IP amd256.utah.cloudlab.us.39876 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323414 ecr 2726652859], length 59

18:49:11.028553 IP amd256.utah.cloudlab.us.39940 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323414 ecr 2726653339], length 0

18:49:11.028564 IP amd256.utah.cloudlab.us.39918 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323414 ecr 2726652859], length 59

18:49:11.028594 IP amd256.utah.cloudlab.us.39904 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323414 ecr 2726652860], length 59

18:49:11.028633 IP amd256.utah.cloudlab.us.39860 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323414 ecr 2726652860], length 59

18:49:11.029159 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2892:2951, ack 6028, win 502, options [nop,nop,TS val 3698323415 ecr 2726652860], length 59

18:49:11.029224 IP amd256.utah.cloudlab.us.39946 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2832:2891, ack 5905, win 502, options [nop,nop,TS val 3698323415 ecr 2726652860], length 59

18:49:11.029281 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39860: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653340 ecr 3698323414], length 123

18:49:11.029294 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39876: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653340 ecr 3698323414], length 123

18:49:11.029301 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39946: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653340 ecr 3698323415], length 123

18:49:11.029310 IP amd256.utah.cloudlab.us.39876 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323415 ecr 2726653340], length 0

18:49:11.029312 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39918: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653340 ecr 3698323414], length 123

18:49:11.029320 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39956: Flags [P.], seq 6028:6151, ack 2951, win 509, options [nop,nop,TS val 2726653340 ecr 3698323415], length 123

18:49:11.029327 IP amd256.utah.cloudlab.us.39860 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323415 ecr 2726653340], length 0

18:49:11.029327 IP amd256.utah.cloudlab.us.39946 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323415 ecr 2726653340], length 0

18:49:11.029330 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323415 ecr 2726653340], length 0

18:49:11.029330 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39904: Flags [P.], seq 5905:6028, ack 2891, win 509, options [nop,nop,TS val 2726653340 ecr 3698323414], length 123

18:49:11.029331 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2892:2951, ack 6028, win 502, options [nop,nop,TS val 3698323415 ecr 2726652860], length 59

18:49:11.029334 IP amd256.utah.cloudlab.us.39918 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323415 ecr 2726653340], length 0

18:49:11.029356 IP amd256.utah.cloudlab.us.39904 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6028, win 502, options [nop,nop,TS val 3698323415 ecr 2726653340], length 0

18:49:11.029402 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39948: Flags [P.], seq 6028:6151, ack 2951, win 509, options [nop,nop,TS val 2726653340 ecr 3698323415], length 123

18:49:11.029414 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323415 ecr 2726653340], length 0

18:49:11.029620 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2892:2951, ack 6028, win 502, options [nop,nop,TS val 3698323415 ecr 2726652860], length 59

18:49:11.029745 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39950: Flags [P.], seq 6028:6151, ack 2951, win 509, options [nop,nop,TS val 2726653340 ecr 3698323415], length 123

18:49:11.029767 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323415 ecr 2726653340], length 0

18:49:11.497419 IP amd256.utah.cloudlab.us.39590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323883 ecr 2726653328], length 59

18:49:11.497433 IP amd256.utah.cloudlab.us.39634 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323883 ecr 2726653328], length 59

18:49:11.497522 IP amd256.utah.cloudlab.us.39562 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323883 ecr 2726653328], length 59

18:49:11.497545 IP amd256.utah.cloudlab.us.39574 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323883 ecr 2726653328], length 59

18:49:11.497562 IP amd256.utah.cloudlab.us.39624 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2891:2950, ack 6028, win 502, options [nop,nop,TS val 3698323883 ecr 2726653328], length 59

18:49:11.497720 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39624: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653808 ecr 3698323883], length 123

18:49:11.497732 IP amd256.utah.cloudlab.us.39624 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323883 ecr 2726653808], length 0

18:49:11.497749 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39634: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653808 ecr 3698323883], length 123

18:49:11.497759 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39590: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653808 ecr 3698323883], length 123

18:49:11.497771 IP amd256.utah.cloudlab.us.39634 > amd261.utah.cloudlab.us.8000: Flags [.], ack 6151, win 502, options [nop,nop,TS val 3698323883 ecr 2726653808], length 0

18:49:11.497770 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39562: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653808 ecr 3698323883], length 123

18:49:11.497778 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39574: Flags [P.], seq 6028:6151, ack 2950, win 509, options [nop,nop,TS val 2726653808 ecr 3698323883], length 123

