18:44:27.876614 IP amd256.utah.cloudlab.us.40682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1639087334:1639087393, ack 588185414, win 502, options [nop,nop,TS val 3698040262 ecr 2726369707], length 59
18:44:57.177638 IP amd256.utah.cloudlab.us.40960 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3599:3658, ack 7504, win 502, options [nop,nop,TS val 3698069563 ecr 2726399008], length 59

18:44:57.177652 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40928: Flags [P.], seq 7504:7627, ack 3658, win 509, options [nop,nop,TS val 2726399488 ecr 3698069563], length 123

18:44:57.177673 IP amd256.utah.cloudlab.us.40928 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7627, win 502, options [nop,nop,TS val 3698069563 ecr 2726399488], length 0

18:44:57.177713 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40934: Flags [P.], seq 7504:7627, ack 3658, win 509, options [nop,nop,TS val 2726399488 ecr 3698069563], length 123

18:44:57.177726 IP amd256.utah.cloudlab.us.40934 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7627, win 502, options [nop,nop,TS val 3698069563 ecr 2726399488], length 0

18:44:57.177803 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40960: Flags [P.], seq 7504:7627, ack 3658, win 509, options [nop,nop,TS val 2726399488 ecr 3698069563], length 123

18:44:57.177824 IP amd256.utah.cloudlab.us.40960 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7627, win 502, options [nop,nop,TS val 3698069563 ecr 2726399488], length 0

18:44:57.180270 IP amd256.utah.cloudlab.us.40970 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3599:3658, ack 7504, win 502, options [nop,nop,TS val 3698069566 ecr 2726399011], length 59

18:44:57.180457 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40970: Flags [P.], seq 7504:7627, ack 3658, win 509, options [nop,nop,TS val 2726399491 ecr 3698069566], length 123

18:44:57.180480 IP amd256.utah.cloudlab.us.40970 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7627, win 502, options [nop,nop,TS val 3698069566 ecr 2726399491], length 0

18:44:57.181322 IP amd256.utah.cloudlab.us.41006 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3599:3658, ack 7504, win 502, options [nop,nop,TS val 3698069567 ecr 2726399013], length 59

18:44:57.181341 IP amd256.utah.cloudlab.us.40990 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3599:3658, ack 7504, win 502, options [nop,nop,TS val 3698069567 ecr 2726399012], length 59

18:44:57.181372 IP amd256.utah.cloudlab.us.40974 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3599:3658, ack 7504, win 502, options [nop,nop,TS val 3698069567 ecr 2726399012], length 59

18:44:57.181462 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40990: Flags [P.], seq 7504:7627, ack 3658, win 509, options [nop,nop,TS val 2726399492 ecr 3698069567], length 123

18:44:57.181472 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41006: Flags [P.], seq 7504:7627, ack 3658, win 509, options [nop,nop,TS val 2726399492 ecr 3698069567], length 123

18:44:57.181474 IP amd256.utah.cloudlab.us.40990 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7627, win 502, options [nop,nop,TS val 3698069567 ecr 2726399492], length 0

18:44:57.181485 IP amd256.utah.cloudlab.us.41006 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7627, win 502, options [nop,nop,TS val 3698069567 ecr 2726399492], length 0

18:44:57.181508 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40974: Flags [P.], seq 7504:7627, ack 3658, win 509, options [nop,nop,TS val 2726399492 ecr 3698069567], length 123

18:44:57.181530 IP amd256.utah.cloudlab.us.40974 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7627, win 502, options [nop,nop,TS val 3698069567 ecr 2726399492], length 0

18:44:57.181562 IP amd256.utah.cloudlab.us.41020 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3599:3658, ack 7504, win 502, options [nop,nop,TS val 3698069567 ecr 2726399013], length 59

18:44:57.181697 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41020: Flags [P.], seq 7504:7627, ack 3658, win 509, options [nop,nop,TS val 2726399492 ecr 3698069567], length 123

18:44:57.181718 IP amd256.utah.cloudlab.us.41020 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7627, win 502, options [nop,nop,TS val 3698069567 ecr 2726399492], length 0

18:44:57.181904 IP amd256.utah.cloudlab.us.41036 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3599:3658, ack 7504, win 502, options [nop,nop,TS val 3698069567 ecr 2726399013], length 59

18:44:57.181944 IP amd256.utah.cloudlab.us.41038 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3599:3658, ack 7504, win 502, options [nop,nop,TS val 3698069567 ecr 2726399012], length 59

18:44:57.182018 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41036: Flags [P.], seq 7504:7627, ack 3658, win 509, options [nop,nop,TS val 2726399493 ecr 3698069567], length 123

18:44:57.182031 IP amd256.utah.cloudlab.us.41036 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7627, win 502, options [nop,nop,TS val 3698069567 ecr 2726399493], length 0

18:44:57.182122 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41038: Flags [P.], seq 7504:7627, ack 3658, win 509, options [nop,nop,TS val 2726399493 ecr 3698069567], length 123

18:44:57.182143 IP amd256.utah.cloudlab.us.41038 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7627, win 502, options [nop,nop,TS val 3698069568 ecr 2726399493], length 0

18:44:57.182859 IP amd256.utah.cloudlab.us.41054 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3599:3658, ack 7504, win 502, options [nop,nop,TS val 3698069568 ecr 2726399013], length 59

18:44:57.182974 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41054: Flags [P.], seq 7504:7627, ack 3658, win 509, options [nop,nop,TS val 2726399494 ecr 3698069568], length 123

18:44:57.182986 IP amd256.utah.cloudlab.us.41054 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7627, win 502, options [nop,nop,TS val 3698069568 ecr 2726399494], length 0

18:44:57.635939 IP amd256.utah.cloudlab.us.40622 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070021 ecr 2726399467], length 59

18:44:57.636223 IP amd256.utah.cloudlab.us.40636 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070022 ecr 2726399467], length 59

18:44:57.636238 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40622: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399947 ecr 3698070021], length 123

18:44:57.636259 IP amd256.utah.cloudlab.us.40622 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070022 ecr 2726399947], length 0

18:44:57.636366 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40636: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399947 ecr 3698070022], length 123

18:44:57.636385 IP amd256.utah.cloudlab.us.40636 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070022 ecr 2726399947], length 0

18:44:57.636450 IP amd256.utah.cloudlab.us.40654 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070022 ecr 2726399468], length 59

18:44:57.636646 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40654: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399947 ecr 3698070022], length 123

18:44:57.636667 IP amd256.utah.cloudlab.us.40654 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070022 ecr 2726399947], length 0

18:44:57.636846 IP amd256.utah.cloudlab.us.40644 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070022 ecr 2726399467], length 59

18:44:57.637013 IP amd256.utah.cloudlab.us.40648 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070022 ecr 2726399468], length 59

18:44:57.637026 IP amd256.utah.cloudlab.us.40682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070022 ecr 2726399468], length 59

18:44:57.637076 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40644: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399948 ecr 3698070022], length 123

18:44:57.637084 IP amd256.utah.cloudlab.us.40644 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070023 ecr 2726399948], length 0

18:44:57.637159 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40682: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399948 ecr 3698070022], length 123

18:44:57.637180 IP amd256.utah.cloudlab.us.40682 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070023 ecr 2726399948], length 0

18:44:57.637196 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40648: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399948 ecr 3698070022], length 123

18:44:57.637230 IP amd256.utah.cloudlab.us.40648 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070023 ecr 2726399948], length 0

18:44:57.637479 IP amd256.utah.cloudlab.us.40672 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070023 ecr 2726399468], length 59

18:44:57.637650 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40672: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399948 ecr 3698070023], length 123

18:44:57.637671 IP amd256.utah.cloudlab.us.40672 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070023 ecr 2726399948], length 0

18:44:57.637912 IP amd256.utah.cloudlab.us.40666 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070023 ecr 2726399468], length 59

18:44:57.638046 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40666: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399949 ecr 3698070023], length 123

18:44:57.638068 IP amd256.utah.cloudlab.us.40666 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070024 ecr 2726399949], length 0

18:44:57.640325 IP amd256.utah.cloudlab.us.40690 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070026 ecr 2726399473], length 59

18:44:57.640554 IP amd256.utah.cloudlab.us.40702 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070026 ecr 2726399473], length 59

18:44:57.640610 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40690: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399951 ecr 3698070026], length 123

18:44:57.640631 IP amd256.utah.cloudlab.us.40690 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070026 ecr 2726399951], length 0

18:44:57.640656 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40702: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399951 ecr 3698070026], length 123

18:44:57.640668 IP amd256.utah.cloudlab.us.40702 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070026 ecr 2726399951], length 0

18:44:57.641403 IP amd256.utah.cloudlab.us.40700 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070027 ecr 2726399472], length 59

18:44:57.641505 IP amd256.utah.cloudlab.us.40716 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070027 ecr 2726399472], length 59

18:44:57.641661 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40700: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399952 ecr 3698070027], length 123

18:44:57.641663 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40716: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399952 ecr 3698070027], length 123

18:44:57.641673 IP amd256.utah.cloudlab.us.40700 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070027 ecr 2726399952], length 0

18:44:57.641684 IP amd256.utah.cloudlab.us.40716 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070027 ecr 2726399952], length 0

18:44:57.641815 IP amd256.utah.cloudlab.us.40728 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070027 ecr 2726399473], length 59

18:44:57.642212 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40728: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399953 ecr 3698070027], length 123

18:44:57.642234 IP amd256.utah.cloudlab.us.40728 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070028 ecr 2726399953], length 0

18:44:57.642238 IP amd256.utah.cloudlab.us.40734 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070028 ecr 2726399473], length 59

18:44:57.642310 IP amd256.utah.cloudlab.us.40740 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070028 ecr 2726399473], length 59

18:44:57.642426 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40734: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399953 ecr 3698070028], length 123

18:44:57.642442 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40740: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399953 ecr 3698070028], length 123

18:44:57.642451 IP amd256.utah.cloudlab.us.40734 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070028 ecr 2726399953], length 0

18:44:57.642468 IP amd256.utah.cloudlab.us.40740 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070028 ecr 2726399953], length 0

18:44:57.642834 IP amd256.utah.cloudlab.us.40746 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070028 ecr 2726399473], length 59

18:44:57.642959 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40746: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399954 ecr 3698070028], length 123

18:44:57.642981 IP amd256.utah.cloudlab.us.40746 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070028 ecr 2726399954], length 0

18:44:57.646402 IP amd256.utah.cloudlab.us.40784 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070032 ecr 2726399478], length 59

18:44:57.646547 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40784: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399957 ecr 3698070032], length 123

18:44:57.646572 IP amd256.utah.cloudlab.us.40784 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070032 ecr 2726399957], length 0

18:44:57.646639 IP amd256.utah.cloudlab.us.40794 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070032 ecr 2726399478], length 59

18:44:57.646772 IP amd256.utah.cloudlab.us.40752 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070032 ecr 2726399477], length 59

18:44:57.646775 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40794: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399957 ecr 3698070032], length 123

18:44:57.646797 IP amd256.utah.cloudlab.us.40794 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070032 ecr 2726399957], length 0

18:44:57.646808 IP amd256.utah.cloudlab.us.40754 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070032 ecr 2726399478], length 59

18:44:57.646827 IP amd256.utah.cloudlab.us.40766 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070032 ecr 2726399478], length 59

18:44:57.646971 IP amd256.utah.cloudlab.us.40764 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070032 ecr 2726399477], length 59

18:44:57.647035 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40754: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399958 ecr 3698070032], length 123

18:44:57.647036 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40766: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399958 ecr 3698070032], length 123

18:44:57.647039 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40752: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399958 ecr 3698070032], length 123

18:44:57.647056 IP amd256.utah.cloudlab.us.40754 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070033 ecr 2726399958], length 0

18:44:57.647058 IP amd256.utah.cloudlab.us.40766 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070033 ecr 2726399958], length 0

18:44:57.647062 IP amd256.utah.cloudlab.us.40752 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070033 ecr 2726399958], length 0

18:44:57.647077 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40764: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399958 ecr 3698070032], length 123

18:44:57.647093 IP amd256.utah.cloudlab.us.40764 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070033 ecr 2726399958], length 0

18:44:57.647179 IP amd256.utah.cloudlab.us.40798 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070033 ecr 2726399477], length 59

18:44:57.647314 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40798: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399958 ecr 3698070033], length 123

18:44:57.647336 IP amd256.utah.cloudlab.us.40798 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070033 ecr 2726399958], length 0

18:44:57.647647 IP amd256.utah.cloudlab.us.40800 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070033 ecr 2726399478], length 59

18:44:57.647881 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40800: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399959 ecr 3698070033], length 123

18:44:57.647902 IP amd256.utah.cloudlab.us.40800 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070033 ecr 2726399959], length 0

18:44:57.650294 IP amd256.utah.cloudlab.us.40816 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070036 ecr 2726399481], length 59

18:44:57.650305 IP amd256.utah.cloudlab.us.40812 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070036 ecr 2726399481], length 59

18:44:57.650483 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40812: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399961 ecr 3698070036], length 123

18:44:57.650488 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40816: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399961 ecr 3698070036], length 123

18:44:57.650509 IP amd256.utah.cloudlab.us.40812 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070036 ecr 2726399961], length 0

18:44:57.650512 IP amd256.utah.cloudlab.us.40816 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070036 ecr 2726399961], length 0

18:44:57.651352 IP amd256.utah.cloudlab.us.40828 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070037 ecr 2726399481], length 59

18:44:57.651363 IP amd256.utah.cloudlab.us.40824 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070037 ecr 2726399481], length 59

18:44:57.651600 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40824: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399962 ecr 3698070037], length 123

18:44:57.651618 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40828: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399962 ecr 3698070037], length 123

18:44:57.651625 IP amd256.utah.cloudlab.us.40824 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070037 ecr 2726399962], length 0

18:44:57.651643 IP amd256.utah.cloudlab.us.40828 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070037 ecr 2726399962], length 0

18:44:57.651698 IP amd256.utah.cloudlab.us.40866 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070037 ecr 2726399483], length 59

18:44:57.651840 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40866: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399963 ecr 3698070037], length 123

18:44:57.651864 IP amd256.utah.cloudlab.us.40866 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070037 ecr 2726399963], length 0

18:44:57.652144 IP amd256.utah.cloudlab.us.40840 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070038 ecr 2726399484], length 59

18:44:57.652399 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40840: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399963 ecr 3698070038], length 123

18:44:57.652423 IP amd256.utah.cloudlab.us.40840 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070038 ecr 2726399963], length 0

18:44:57.652502 IP amd256.utah.cloudlab.us.40850 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070038 ecr 2726399483], length 59

18:44:57.652659 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40850: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399963 ecr 3698070038], length 123

18:44:57.652680 IP amd256.utah.cloudlab.us.40850 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070038 ecr 2726399963], length 0

18:44:57.652914 IP amd256.utah.cloudlab.us.40860 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070038 ecr 2726399483], length 59

18:44:57.653038 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40860: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399964 ecr 3698070038], length 123

18:44:57.653050 IP amd256.utah.cloudlab.us.40860 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070039 ecr 2726399964], length 0

18:44:57.656629 IP amd256.utah.cloudlab.us.40882 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070042 ecr 2726399487], length 59

18:44:57.656684 IP amd256.utah.cloudlab.us.40912 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070042 ecr 2726399488], length 59

18:44:57.656790 IP amd256.utah.cloudlab.us.40892 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070042 ecr 2726399488], length 59

18:44:57.656831 IP amd256.utah.cloudlab.us.40900 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3658:3717, ack 7627, win 502, options [nop,nop,TS val 3698070042 ecr 2726399488], length 59

18:44:57.656839 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40882: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399968 ecr 3698070042], length 123

18:44:57.656867 IP amd256.utah.cloudlab.us.40882 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070042 ecr 2726399968], length 0

18:44:57.656883 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40892: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399968 ecr 3698070042], length 123

18:44:57.656890 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40912: Flags [P.], seq 7627:7750, ack 3717, win 509, options [nop,nop,TS val 2726399968 ecr 3698070042], length 123

18:44:57.656898 IP amd256.utah.cloudlab.us.40892 > amd261.utah.cloudlab.us.8000: Flags [.], ack 7750, win 502, options [nop,nop,TS val 3698070042 ecr 2726399968], length 0

